,t # 0
1460,e 35 36 0
1461,e 37 46 0
1462,e 37 53 0
1463,e 37 38 0
1464,e 38 54 0
1465,e 38 47 0
1466,e 39 40 0
1467,e 41 48 0
1468,e 42 49 0
1469,e 43 50 0
1470,e 44 52 0
1471,e 44 51 0
1472,e 45 52 0
1473,e 45 46 0
1474,e 46 53 0
1475,e 47 54 0
1476,t # 16
1477,v 0 0
1478,v 1 0
1479,v 2 0
1480,v 3 0
1481,v 4 0
1482,v 5 0
1483,v 6 0
1484,v 7 0
1485,v 8 0
1486,v 9 0
1487,v 10 0
1488,v 11 0
1489,v 12 0
1490,v 13 0
1491,v 14 0
1492,v 15 1
1493,v 16 1
1494,v 17 1
1495,v 18 1
1496,v 19 1
1497,v 20 1
1498,v 21 1
1499,v 22 1
1500,v 23 1
1501,v 24 1
1502,v 25 1
1503,v 26 1
1504,v 27 1
1505,v 28 1
1506,v 29 1
1507,v 30 1
1508,v 31 1
1509,v 32 1
1510,v 33 1
1511,v 34 1
1512,v 35 1
1513,v 36 1
1514,v 37 1
1515,v 38 1
1516,v 39 1
1517,e 0 1 0
1518,e 0 3 0
1519,e 0 2 0
1520,e 1 16 0
1521,e 1 17 0
1522,e 1 3 0
1523,e 1 2 0
1524,e 2 5 0
1525,e 2 4 0
1526,e 2 24 0
1527,e 2 3 0
1528,e 3 5 0
1529,e 3 4 0
1530,e 4 5 0
1531,e 4 26 0
1532,e 5 18 0
1533,e 5 25 0
1534,e 5 6 0
1535,e 6 7 0
1536,e 6 23 0
1537,e 6 19 0
1538,e 7 8 0
1539,e 7 27 0
1540,e 7 9 0
1541,e 7 21 0
1542,e 8 10 0
1543,e 8 29 0
1544,e 8 20 0
1545,e 8 9 0
1546,e 9 10 0
1547,e 9 11 0
1548,e 9 32 0
1549,e 9 31 0
1550,e 10 11 0
1551,e 10 30 0
1552,e 10 12 0
1553,e 10 31 0
1554,e 11 34 0
1555,e 11 12 0
1556,e 11 13 0
1557,e 11 14 0
1558,e 11 33 0
1559,e 12 35 0
1560,e 12 13 0
1561,e 12 14 0
1562,e 12 36 0
1563,e 13 37 0
1564,e 13 14 0
1565,e 13 36 0
1566,e 14 37 0
1567,e 14 39 0
1568,e 15 16 0
1569,e 15 17 0
1570,e 15 24 0
1571,e 16 17 0
1572,e 16 24 0
1573,e 17 24 0
1574,e 17 26 0
1575,e 18 25 0
1576,e 18 19 0
1577,e 18 26 0
1578,e 19 23 0
1579,e 19 22 0
1580,e 20 29 0
1581,e 20 32 0
1582,e 20 28 0
1583,e 20 27 0
1584,e 21 23 0
1585,e 21 22 0
1586,e 21 28 0
1587,e 21 27 0
1588,e 22 23 0
1589,e 22 27 0
1590,e 24 25 0
1591,e 24 26 0
1592,e 25 26 0
1593,e 27 28 0
1594,e 28 29 0
1595,e 29 32 0
1596,e 30 34 0
1597,e 30 33 0
1598,e 30 35 0
1599,e 30 31 0
1600,e 31 32 0
1601,e 31 33 0
1602,e 33 34 0
1603,e 33 35 0
1604,e 34 35 0
1605,e 35 36 0
1606,e 36 38 0
1607,e 36 37 0
1608,e 36 39 0
1609,e 37 38 0
1610,e 37 39 0
1611,e 38 39 0
1612,t # 17
1613,v 0 0
1614,v 1 0
1615,v 2 0
1616,v 3 0
1617,v 4 0
1618,v 5 0
1619,v 6 0
1620,v 7 0
1621,v 8 0
1622,v 9 0
1623,v 10 0
1624,v 11 0
1625,v 12 0
1626,v 13 0
1627,v 14 0
1628,v 15 1
1629,v 16 1
1630,v 17 1
1631,v 18 1
1632,v 19 1
1633,v 20 1
1634,v 21 1
1635,v 22 1
1636,v 23 1
1637,v 24 1
1638,v 25 1
1639,v 26 1
1640,v 27 1
1641,v 28 1
1642,v 29 1
1643,v 30 1
1644,v 31 1
1645,v 32 1
1646,v 33 1
1647,v 34 1
1648,v 35 1
1649,v 36 1
1650,v 37 1
1651,e 0 1 0
1652,e 0 3 0
1653,e 0 2 0
1654,e 1 16 0
1655,e 1 17 0
1656,e 1 3 0
1657,e 1 2 0
1658,e 2 5 0
1659,e 2 4 0
1660,e 2 24 0
1661,e 2 3 0
1662,e 3 5 0
1663,e 3 4 0
1664,e 4 5 0
1665,e 4 26 0
1666,e 5 18 0
1667,e 5 25 0
1668,e 5 6 0
1669,e 6 7 0
1670,e 6 23 0
1671,e 6 19 0
1672,e 7 8 0
1673,e 7 27 0
1674,e 7 9 0
1675,e 7 21 0
1676,e 8 30 0
1677,e 8 10 0
1678,e 8 20 0
1679,e 8 9 0
1680,e 9 10 0
1681,e 9 29 0
1682,e 9 11 0
1683,e 9 30 0
1684,e 10 11 0
1685,e 10 29 0
1686,e 10 12 0
1687,e 10 31 0
1688,e 11 12 0
1689,e 11 13 0
1690,e 11 14 0
1691,e 11 32 0
1692,e 11 31 0
1693,e 12 34 0
1694,e 12 13 0
1695,e 12 14 0
1696,e 12 33 0
1697,e 13 34 0
1698,e 13 35 0
1699,e 13 14 0
1700,e 14 37 0
1701,e 14 35 0
1702,e 15 16 0
1703,e 15 17 0
1704,e 15 24 0
1705,e 16 17 0
1706,e 16 24 0
1707,e 17 24 0
1708,e 17 26 0
1709,e 18 25 0
1710,e 18 19 0
1711,e 18 26 0
1712,e 19 23 0
1713,e 19 22 0
1714,e 20 30 0
1715,e 20 27 0
1716,e 20 28 0
1717,e 20 21 0
1718,e 21 22 0
1719,e 21 23 0
1720,e 21 28 0
1721,e 21 27 0
1722,e 22 23 0
1723,e 22 27 0
1724,e 24 25 0
1725,e 24 26 0
1726,e 25 26 0
1727,e 27 28 0
1728,e 28 30 0
1729,e 29 30 0
1730,e 29 32 0
1731,e 29 31 0
1732,e 31 32 0
1733,e 31 33 0
1734,e 32 33 0
1735,e 33 34 0
1736,e 34 35 0
1737,e 34 37 0
1738,e 34 36 0
1739,e 35 36 0
1740,e 35 37 0
1741,e 36 37 0
1742,t # 18
1743,v 0 0
1744,v 1 0
1745,e 0 1 0
1746,t # 19
1747,v 0 0
1748,v 1 0
1749,v 2 0
1750,v 3 0
1751,v 4 0
1752,v 5 0
1753,v 6 0
1754,v 7 0
1755,v 8 0
1756,v 9 0
1757,v 10 0
1758,v 11 0
1759,v 12 0
1760,v 13 0
1761,v 14 0
1762,v 15 0
1763,v 16 0
1764,v 17 0
1765,v 18 0
1766,v 19 0
1767,v 20 0
1768,v 21 0
1769,v 22 0
1770,v 23 0
1771,v 24 0
1772,v 25 0
1773,v 26 1
1774,v 27 1
1775,v 28 1
1776,v 29 1
1777,v 30 1
1778,v 31 1
1779,v 32 1
1780,v 33 1
1781,v 34 1
1782,e 0 1 0
1783,e 0 26 0
1784,e 0 27 0
1785,e 1 2 0
1786,e 1 26 0
1787,e 1 3 0
1788,e 1 27 0
1789,e 2 3 0
1790,e 2 4 0
1791,e 3 5 0
1792,e 3 4 0
1793,e 3 6 0
1794,e 3 28 0
1795,e 4 5 0
1796,e 4 6 0
1797,e 4 28 0
1798,e 5 6 0
1799,e 6 29 0
1800,e 7 30 0
1801,e 7 10 0
1802,e 7 8 0
1803,e 7 32 0
1804,e 7 9 0
1805,e 8 30 0
1806,e 8 10 0
1807,e 8 33 0
1808,e 8 9 0
1809,e 9 10 0
1810,e 9 11 0
1811,e 9 33 0
1812,e 10 34 0
1813,e 11 13 0
1814,e 11 34 0
1815,e 11 12 0
1816,e 12 13 0
1817,e 12 14 0
1818,e 13 14 0
1819,e 13 15 0
1820,e 14 16 0
1821,e 14 15 0
1822,e 15 16 0
1823,e 16 17 0
1824,e 17 18 0
1825,e 17 19 0
1826,e 18 20 0
1827,e 18 19 0
1828,e 19 20 0
1829,e 19 21 0
1830,e 20 21 0
1831,e 21 22 0
1832,e 22 24 0
1833,e 22 25 0
1834,e 22 23 0
1835,e 23 24 0
1836,e 23 25 0
1837,e 24 25 0
1838,e 26 27 0
1839,e 28 29 0
1840,e 28 32 0
1841,e 28 31 0
1842,e 29 30 0
1843,e 29 32 0
1844,e 29 31 0
1845,e 30 34 0
1846,e 30 32 0
1847,e 30 33 0
1848,e 30 31 0
1849,e 31 32 0
1850,e 32 33 0
1851,e 33 34 0
1852,t # 20
1853,v 0 0
1854,v 1 0
1855,v 2 0
1856,v 3 0
1857,v 4 0
1858,v 5 0
1859,v 6 0
1860,v 7 0
1861,v 8 0
1862,v 9 0
1863,v 10 0
1864,v 11 0
1865,v 12 0
1866,v 13 0
1867,v 14 0
1868,v 15 0
1869,v 16 0
1870,v 17 0
1871,v 18 0
1872,v 19 0
1873,v 20 1
1874,v 21 1
1875,v 22 1
1876,v 23 1
1877,v 24 1
1878,v 25 1
1879,v 26 1
1880,v 27 1
1881,v 28 1
1882,v 29 1
1883,v 30 1
1884,v 31 1
1885,v 32 1
1886,v 33 1
1887,v 34 1
1888,v 35 1
1889,v 36 1
1890,v 37 1
1891,v 38 1
1892,v 39 1
1893,v 40 1
1894,v 41 1
1895,e 0 20 0
1896,e 0 1 0
1897,e 0 21 0
1898,e 1 2 0
1899,e 1 3 0
1900,e 1 20 0
1901,e 1 21 0
1902,e 2 3 0
1903,e 2 4 0
1904,e 2 21 0
1905,e 3 5 0
1906,e 3 4 0
1907,e 3 22 0
1908,e 3 21 0
1909,e 4 5 0
1910,e 4 6 0
1911,e 4 22 0
1912,e 5 6 0
1913,e 5 22 0
1914,e 6 7 0
1915,e 6 23 0
1916,e 7 24 0
1917,e 7 8 0
1918,e 7 23 0
1919,e 7 9 0
1920,e 8 10 0
1921,e 8 25 0
1922,e 8 9 0
1923,e 8 26 0
1924,e 9 10 0
1925,e 9 11 0
1926,e 9 26 0
1927,e 10 11 0
1928,e 10 27 0
1929,e 11 13 0
1930,e 11 12 0
1931,e 11 27 0
1932,e 12 13 0
1933,e 12 14 0
1934,e 12 27 0
1935,e 13 14 0
1936,e 14 28 0
1937,e 15 38 0
1938,e 15 16 0
1939,e 15 39 0
1940,e 16 39 0
1941,e 16 34 0
1942,e 16 40 0
1943,e 17 18 0
1944,e 17 32 0
1945,e 17 33 0
1946,e 17 19 0
1947,e 18 33 0
1948,e 18 19 0
1949,e 19 29 0
1950,e 19 33 0
1951,e 20 21 0
1952,e 21 22 0
1953,e 22 23 0
1954,e 23 24 0
1955,e 23 25 0
1956,e 24 25 0
1957,e 24 26 0
1958,e 25 26 0
1959,e 25 27 0
1960,e 26 27 0
1961,e 28 38 0
1962,e 28 39 0
1963,e 28 35 0
1964,e 29 30 0
1965,e 29 33 0
1966,e 29 31 0
1967,e 30 33 0
1968,e 30 31 0
1969,e 31 33 0
1970,e 32 37 0
1971,e 32 36 0
1972,e 32 33 0
1973,e 34 38 0
1974,e 34 39 0
1975,e 34 40 0
1976,e 35 38 0
1977,e 35 39 0
1978,e 36 37 0
1979,e 36 41 0
1980,e 36 40 0
1981,e 37 41 0
1982,e 37 40 0
1983,e 38 39 0
1984,e 40 41 0
1985,t # 21
1986,v 0 0
1987,v 1 0
1988,v 2 0
1989,v 3 0
1990,v 4 0
1991,v 5 0
1992,v 6 0
1993,v 7 0
1994,v 8 0
1995,v 9 0
1996,v 10 0
1997,v 11 0
1998,v 12 0
1999,v 13 0
2000,v 14 0
2001,v 15 0
2002,v 16 0
2003,v 17 0
2004,v 18 0
2005,v 19 0
2006,v 20 0
2007,v 21 1
2008,v 22 1
2009,v 23 1
2010,v 24 1
2011,v 25 1
2012,v 26 1
2013,v 27 1
2014,v 28 1
2015,v 29 1
2016,v 30 1
2017,v 31 1
2018,v 32 1
2019,v 33 1
2020,v 34 1
2021,v 35 1
2022,v 36 1
2023,v 37 1
2024,v 38 1
2025,v 39 1
2026,v 40 1
2027,e 0 1 0
2028,e 0 22 0
2029,e 0 21 0
2030,e 1 2 0
2031,e 1 22 0
2032,e 1 3 0
2033,e 1 21 0
2034,e 2 3 0
2035,e 2 4 0
2036,e 2 22 0
2037,e 3 5 0
2038,e 3 4 0
2039,e 3 22 0
2040,e 3 23 0
2041,e 4 5 0
2042,e 4 6 0
2043,e 4 23 0
2044,e 5 6 0
2045,e 5 23 0
2046,e 6 7 0
2047,e 6 24 0
2048,e 7 24 0
2049,e 7 25 0
2050,e 7 8 0
2051,e 7 9 0
2052,e 8 10 0
2053,e 8 26 0
2054,e 8 9 0
2055,e 8 27 0
2056,e 9 10 0
2057,e 9 11 0
2058,e 9 27 0
2059,e 10 11 0
2060,e 10 28 0
2061,e 11 13 0
2062,e 11 12 0
2063,e 11 28 0
2064,e 12 13 0
2065,e 12 14 0
2066,e 12 28 0
2067,e 13 14 0
2068,e 14 32 0
2069,e 15 16 0
2070,e 15 36 0
2071,e 15 35 0
2072,e 15 32 0
2073,e 16 29 0
2074,e 16 33 0
2075,e 16 36 0
2076,e 17 38 0
2077,e 17 34 0
2078,e 17 18 0
2079,e 17 19 0
2080,e 17 20 0
2081,e 18 20 0
2082,e 18 38 0
2083,e 18 19 0
2084,e 19 37 0
2085,e 19 20 0
2086,e 20 39 0
2087,e 20 37 0
2088,e 20 40 0
2089,e 21 22 0
2090,e 22 23 0
2091,e 23 24 0
2092,e 24 25 0
2093,e 24 26 0
2094,e 25 26 0
2095,e 25 27 0
2096,e 26 28 0
2097,e 26 27 0
2098,e 27 28 0
2099,e 29 30 0
2100,e 29 33 0
2101,e 29 31 0
2102,e 30 33 0
2103,e 30 31 0
2104,e 31 34 0
2105,e 31 38 0
2106,e 32 36 0
2107,e 32 35 0
2108,e 33 36 0
2109,e 33 35 0
2110,e 34 37 0
2111,e 34 38 0
2112,e 35 36 0
2113,e 37 38 0
2114,e 37 39 0
2115,e 37 40 0
2116,e 39 40 0
2117,t # 22
2118,v 0 0
2119,v 1 0
2120,v 2 0
2121,v 3 0
2122,v 4 0
2123,v 5 0
2124,v 6 0
2125,v 7 0
2126,v 8 0
2127,v 9 0
2128,v 10 0
2129,v 11 0
2130,v 12 0
2131,v 13 0
2132,v 14 0
2133,v 15 0
2134,v 16 1
2135,v 17 1
2136,v 18 1
2137,v 19 1
2138,v 20 1
2139,v 21 1
2140,v 22 1
2141,v 23 1
2142,v 24 1
2143,v 25 1
2144,v 26 1
2145,v 27 1
2146,v 28 1
2147,v 29 1
2148,v 30 1
2149,v 31 1
2150,v 32 1
2151,v 33 1
2152,v 34 1
2153,v 35 1
2154,v 36 1
2155,v 37 1
2156,v 38 1
2157,e 0 16 0
2158,e 0 17 0
2159,e 0 1 0
2160,e 1 16 0
2161,e 1 17 0
2162,e 1 2 0
2163,e 2 18 0
2164,e 2 17 0
2165,e 2 3 0
2166,e 2 4 0
2167,e 3 18 0
2168,e 3 5 0
2169,e 3 4 0
2170,e 3 19 0
2171,e 4 5 0
2172,e 4 19 0
2173,e 5 20 0
2174,e 5 6 0
2175,e 6 20 0
2176,e 6 7 0
2177,e 6 8 0
2178,e 6 21 0
2179,e 7 8 0
2180,e 7 23 0
2181,e 7 9 0
2182,e 7 22 0
2183,e 8 10 0
2184,e 8 23 0
2185,e 8 9 0
2186,e 9 10 0
2187,e 9 24 0
2188,e 10 24 0
2189,e 10 11 0
2190,e 10 12 0
2191,e 11 13 0
2192,e 11 12 0
2193,e 12 13 0
2194,e 13 25 0
2195,e 14 38 0
2196,e 14 32 0
2197,e 14 35 0
2198,e 15 30 0
2199,e 15 26 0
2200,e 15 27 0
2201,e 16 18 0
2202,e 16 17 0
2203,e 17 18 0
2204,e 17 19 0
2205,e 18 19 0
2206,e 19 20 0
2207,e 20 22 0
2208,e 20 21 0
2209,e 21 23 0
2210,e 21 22 0
2211,e 22 23 0
2212,e 22 24 0
2213,e 23 24 0
2214,e 25 34 0
2215,e 25 37 0
2216,e 25 31 0
2217,e 26 30 0
2218,e 26 28 0
2219,e 26 27 0
2220,e 27 30 0
2221,e 27 28 0
2222,e 28 30 0
2223,e 29 30 0
2224,e 29 36 0
2225,e 29 33 0
2226,e 30 36 0
2227,e 31 37 0
2228,e 31 34 0
2229,e 32 35 0
2230,e 32 36 0
2231,e 32 33 0
2232,e 33 36 0
2233,e 34 37 0
2234,e 34 38 0
2235,e 35 38 0
2236,e 35 37 0
2237,e 37 38 0
2238,t # 23
2239,v 0 0
2240,v 1 0
2241,v 2 0
2242,v 3 0
2243,v 4 0
2244,v 5 0
2245,v 6 0
2246,v 7 0
2247,v 8 0
2248,v 9 0
2249,v 10 0
2250,v 11 0
2251,v 12 0
2252,v 13 0
2253,v 14 0
2254,v 15 0
2255,v 16 0
2256,v 17 0
2257,v 18 0
2258,v 19 0
2259,v 20 0
2260,v 21 1
2261,v 22 1
2262,v 23 1
2263,v 24 1
2264,v 25 1
2265,v 26 1
2266,v 27 1
2267,v 28 1
2268,v 29 1
2269,v 30 1
2270,v 31 1
2271,v 32 1
2272,v 33 1
2273,v 34 1
2274,v 35 1
2275,v 36 1
2276,v 37 1
2277,v 38 1
2278,v 39 1
2279,v 40 1
2280,v 41 1
2281,e 0 1 0
2282,e 0 22 0
2283,e 0 21 0
2284,e 1 2 0
2285,e 1 22 0
2286,e 1 3 0
2287,e 1 21 0
2288,e 2 3 0
2289,e 2 4 0
2290,e 2 22 0
2291,e 3 5 0
2292,e 3 4 0
2293,e 3 22 0
2294,e 3 23 0
2295,e 4 5 0
2296,e 4 6 0
2297,e 4 23 0
2298,e 5 6 0
2299,e 5 23 0
2300,e 6 7 0
2301,e 6 24 0
2302,e 7 24 0
2303,e 7 25 0
2304,e 7 8 0
2305,e 7 9 0
2306,e 8 10 0
2307,e 8 26 0
2308,e 8 9 0
2309,e 8 27 0
2310,e 9 10 0
2311,e 9 11 0
2312,e 9 27 0
2313,e 10 11 0
2314,e 10 28 0
2315,e 11 13 0
2316,e 11 12 0
2317,e 11 28 0
2318,e 12 13 0
2319,e 12 14 0
2320,e 12 28 0
2321,e 13 14 0
2322,e 14 29 0
2323,e 15 16 0
2324,e 15 41 0
2325,e 15 40 0
2326,e 16 39 0
2327,e 16 41 0
2328,e 16 35 0
2329,e 17 37 0
2330,e 17 20 0
2331,e 17 18 0
2332,e 17 33 0
2333,e 17 19 0
2334,e 18 20 0
2335,e 18 33 0
2336,e 18 19 0
2337,e 19 20 0
2338,e 19 34 0
2339,e 20 30 0
2340,e 20 34 0
2341,e 21 22 0
2342,e 22 23 0
2343,e 23 24 0
2344,e 24 25 0
2345,e 24 26 0
2346,e 25 26 0
2347,e 25 27 0
2348,e 26 28 0
2349,e 26 27 0
2350,e 27 28 0
2351,e 29 41 0
2352,e 29 36 0
2353,e 29 40 0
2354,e 30 34 0
2355,e 30 32 0
2356,e 30 31 0
2357,e 31 34 0
2358,e 31 32 0
2359,e 32 34 0
2360,e 33 38 0
2361,e 33 34 0
2362,e 33 37 0
2363,e 35 38 0
2364,e 35 41 0
2365,e 35 39 0
2366,e 35 40 0
2367,e 36 41 0
2368,e 36 40 0
2369,e 37 38 0
2370,e 37 39 0
2371,e 38 39 0
2372,e 40 41 0
2373,t # 24
2374,v 0 0
2375,v 1 0
2376,v 2 0
2377,v 3 0
2378,v 4 0
2379,v 5 0
2380,v 6 0
2381,v 7 0
2382,v 8 0
2383,v 9 0
2384,v 10 0
2385,v 11 0
2386,v 12 0
2387,v 13 0
2388,v 14 0
2389,v 15 0
2390,v 16 0
2391,v 17 0
2392,v 18 0
2393,v 19 0
2394,v 20 1
2395,v 21 1
2396,v 22 1
2397,v 23 1
2398,v 24 1
2399,v 25 1
2400,v 26 1
2401,v 27 1
2402,v 28 1
2403,v 29 1
2404,v 30 1
2405,v 31 1
2406,v 32 1
2407,v 33 1
2408,v 34 1
2409,v 35 1
2410,v 36 1
2411,v 37 1
2412,v 38 1
2413,v 39 1
2414,v 40 1
2415,e 0 20 0
2416,e 0 1 0
2417,e 0 21 0
2418,e 1 2 0
2419,e 1 20 0
2420,e 1 21 0
2421,e 2 22 0
2422,e 2 3 0
2423,e 2 4 0
2424,e 2 21 0
2425,e 3 5 0
2426,e 3 4 0
2427,e 3 22 0
2428,e 4 5 0
2429,e 4 22 0
2430,e 5 6 0
2431,e 5 23 0
2432,e 6 7 0
2433,e 6 8 0
2434,e 6 23 0
2435,e 6 24 0
2436,e 7 25 0
2437,e 7 8 0
2438,e 7 9 0
2439,e 7 26 0
2440,e 8 10 0
2441,e 8 9 0
2442,e 8 26 0
2443,e 9 10 0
2444,e 9 27 0
2445,e 10 11 0
2446,e 10 12 0
2447,e 10 27 0
2448,e 11 13 0
2449,e 11 12 0
2450,e 11 27 0
2451,e 12 13 0
2452,e 13 28 0
2453,e 14 35 0
2454,e 14 36 0
2455,e 14 15 0
2456,e 15 30 0
2457,e 15 34 0
2458,e 15 36 0
2459,e 16 38 0
2460,e 16 18 0
2461,e 16 17 0
2462,e 16 19 0
2463,e 16 32 0
2464,e 17 38 0
2465,e 17 18 0
2466,e 17 19 0
2467,e 18 37 0
2468,e 18 19 0
2469,e 19 37 0
2470,e 19 29 0
2471,e 20 21 0
2472,e 21 22 0
2473,e 22 23 0
2474,e 23 25 0
2475,e 23 24 0
2476,e 24 25 0
2477,e 24 26 0
2478,e 25 26 0
2479,e 25 27 0
2480,e 26 27 0
2481,e 28 36 0
2482,e 28 35 0
2483,e 28 31 0
2484,e 29 37 0
2485,e 29 39 0
2486,e 29 40 0
2487,e 30 34 0
2488,e 30 36 0
2489,e 30 35 0
2490,e 30 33 0
2491,e 31 36 0
2492,e 31 35 0
2493,e 32 38 0
2494,e 32 33 0
2495,e 32 34 0
2496,e 33 34 0
2497,e 33 38 0
2498,e 35 36 0
2499,e 37 38 0
2500,e 37 39 0
2501,e 37 40 0
2502,e 39 40 0
2503,t # 25
2504,v 0 0
2505,v 1 0
2506,v 2 0
2507,v 3 0
2508,v 4 0
2509,v 5 0
2510,v 6 0
2511,v 7 0
2512,v 8 0
2513,v 9 0
2514,v 10 0
2515,v 11 0
2516,v 12 0
2517,v 13 0
2518,v 14 0
2519,v 15 0
2520,v 16 0
2521,v 17 0
2522,v 18 0
2523,v 19 1
2524,v 20 1
2525,v 21 1
2526,v 22 1
2527,v 23 1
2528,v 24 1
2529,v 25 1
2530,v 26 1
2531,v 27 1
2532,v 28 1
2533,v 29 1
2534,v 30 1
2535,v 31 1
2536,v 32 1
2537,v 33 1
2538,v 34 1
2539,v 35 1
2540,v 36 1
2541,v 37 1
2542,v 38 1
2543,v 39 1
2544,e 0 20 0
2545,e 0 1 0
2546,e 0 19 0
2547,e 1 2 0
2548,e 1 3 0
2549,e 1 20 0
2550,e 1 19 0
2551,e 2 20 0
2552,e 2 3 0
2553,e 2 4 0
2554,e 3 5 0
2555,e 3 4 0
2556,e 3 20 0
2557,e 3 21 0
2558,e 4 5 0
2559,e 4 6 0
2560,e 4 21 0
2561,e 5 6 0
2562,e 5 21 0
2563,e 6 7 0
2564,e 6 22 0
2565,e 7 8 0
2566,e 7 23 0
2567,e 7 9 0
2568,e 7 22 0
2569,e 8 10 0
2570,e 8 24 0
2571,e 8 25 0
2572,e 8 9 0
2573,e 9 10 0
2574,e 9 11 0
2575,e 9 25 0
2576,e 10 11 0
2577,e 10 26 0
2578,e 11 13 0
2579,e 11 12 0
2580,e 11 26 0
2581,e 12 13 0
2582,e 12 14 0
2583,e 12 26 0
2584,e 13 14 0
2585,e 14 27 0
2586,e 15 30 0
2587,e 15 29 0
2588,e 15 28 0
2589,e 15 27 0
2590,e 16 34 0
2591,e 16 18 0
2592,e 16 17 0
2593,e 16 33 0
2594,e 17 18 0
2595,e 17 33 0
2596,e 18 37 0
2597,e 18 33 0
2598,e 19 20 0
2599,e 20 21 0
2600,e 21 22 0
2601,e 22 23 0
2602,e 22 24 0
2603,e 23 24 0
2604,e 23 25 0
2605,e 24 25 0
2606,e 24 26 0
2607,e 25 26 0
2608,e 27 30 0
2609,e 27 29 0
2610,e 28 30 0
2611,e 28 29 0
2612,e 28 31 0
2613,e 29 30 0
2614,e 31 38 0
2615,e 31 39 0
2616,e 31 32 0
2617,e 32 38 0
2618,e 32 39 0
2619,e 33 35 0
2620,e 33 34 0
2621,e 33 37 0
2622,e 33 36 0
2623,e 34 38 0
2624,e 34 39 0
2625,e 35 37 0
2626,e 35 36 0
2627,e 36 37 0
2628,e 38 39 0
2629,t # 26
2630,v 0 0
2631,v 1 0
2632,v 2 0
2633,v 3 0
2634,v 4 0
2635,v 5 0
2636,v 6 0
2637,v 7 0
2638,v 8 0
2639,v 9 0
2640,v 10 0
2641,v 11 0
2642,v 12 0
2643,v 13 0
2644,v 14 0
2645,v 15 0
2646,v 16 0
2647,v 17 0
2648,v 18 0
2649,v 19 0
2650,v 20 0
2651,v 21 0
2652,v 22 0
2653,v 23 0
2654,v 24 0
2655,v 25 0
2656,v 26 0
2657,v 27 1
2658,v 28 1
2659,v 29 1
2660,v 30 1
2661,v 31 1
2662,v 32 1
2663,v 33 1
2664,v 34 1
2665,v 35 1
2666,v 36 1
2667,e 0 1 0
2668,e 0 3 0
2669,e 0 2 0
2670,e 1 2 0
2671,e 1 3 0
2672,e 2 5 0
2673,e 2 4 0
2674,e 2 3 0
2675,e 2 27 0
2676,e 3 5 0
2677,e 3 4 0
2678,e 3 28 0
2679,e 3 27 0
2680,e 4 5 0
2681,e 4 6 0
2682,e 4 28 0
2683,e 5 30 0
2684,e 5 6 0
2685,e 6 29 0
2686,e 6 7 0
2687,e 6 32 0
2688,e 7 8 0
2689,e 7 32 0
2690,e 7 9 0
2691,e 7 31 0
2692,e 8 10 0
2693,e 8 9 0
2694,e 8 31 0
2695,e 9 10 0
2696,e 9 11 0
2697,e 10 11 0
2698,e 10 12 0
2699,e 11 12 0
2700,e 12 13 0
2701,e 13 14 0
2702,e 13 35 0
2703,e 13 15 0
2704,e 14 16 0
2705,e 14 36 0
2706,e 14 15 0
2707,e 14 35 0
2708,e 15 16 0
2709,e 15 36 0
2710,e 15 17 0
2711,e 15 33 0
2712,e 16 17 0
2713,e 16 33 0
2714,e 17 18 0
2715,e 17 34 0
2716,e 18 20 0
2717,e 18 34 0
2718,e 18 19 0
2719,e 19 20 0
2720,e 19 21 0
2721,e 20 22 0
2722,e 20 21 0
2723,e 21 23 0
2724,e 21 22 0
2725,e 22 24 0
2726,e 22 23 0
2727,e 23 24 0
2728,e 23 25 0
2729,e 23 26 0
2730,e 24 25 0
2731,e 24 26 0
2732,e 25 26 0
2733,e 27 30 0
2734,e 27 29 0
2735,e 27 28 0
2736,e 28 30 0
2737,e 28 29 0
2738,e 29 30 0
2739,e 29 32 0
2740,e 29 31 0
2741,e 30 32 0
2742,e 30 31 0
2743,e 31 32 0
2744,e 33 36 0
2745,e 33 35 0
2746,e 33 34 0
2747,e 34 36 0
2748,e 34 35 0
2749,e 35 36 0
2750,t # 27
2751,v 0 0
2752,v 1 0
2753,v 2 0
2754,v 3 0
2755,v 4 0
2756,v 5 0
2757,v 6 0
2758,v 7 0
2759,v 8 0
2760,v 9 0
2761,v 10 0
2762,v 11 0
2763,v 12 0
2764,v 13 0
2765,v 14 0
2766,v 15 0
2767,v 16 0
2768,v 17 0
2769,v 18 1
2770,v 19 1
2771,v 20 1
2772,v 21 1
2773,v 22 1
2774,e 0 1 0
2775,e 0 18 0
2776,e 0 3 0
2777,e 0 2 0
2778,e 1 2 0
2779,e 1 18 0
2780,e 1 3 0
2781,e 1 19 0
2782,e 2 18 0
2783,e 2 3 0
2784,e 2 19 0
2785,e 3 20 0
2786,e 3 4 0
2787,e 4 20 0
2788,e 4 5 0
2789,e 4 6 0
2790,e 5 20 0
2791,e 5 7 0
2792,e 5 6 0
2793,e 6 7 0
2794,e 6 8 0
2795,e 7 10 0
2796,e 7 11 0
2797,e 7 8 0
2798,e 8 10 0
2799,e 8 11 0
2800,e 8 9 0
2801,e 8 21 0
2802,e 9 20 0
2803,e 9 22 0
2804,e 9 21 0
2805,e 10 11 0
2806,e 10 21 0
2807,e 11 12 0
2808,e 11 22 0
2809,e 12 13 0
2810,e 12 14 0
